1, 0.7949367088607595
3, 0.4924050632911392
5, 0.4578059071729958
7, 0.470464135021097
9, 0.4683544303797469
11, 0.46075949367088603
13, 0.46329113924050636
15, 0.47215189873417723
17, 0.4616033755274262
19, 0.45696202531645574
21, 0.4531645569620253
23, 0.4565400843881856
25, 0.4645569620253165
27, 0.46118143459915606
29, 0.45485232067510545
31, 0.4573839662447257
33, 0.44810126582278476
35, 0.43839662447257377
37, 0.43164556962025313
39, 0.429957805907173
41, 0.43628691983122364
43, 0.44219409282700417
45, 0.4438818565400844
47, 0.44008438818565404
49, 0.4367088607594937
51, 0.429957805907173
53, 0.43164556962025313
55, 0.4261603375527426
57, 0.42531645569620247
59, 0.4219409282700422
61, 0.419409282700422
63, 0.41983122362869196
65, 0.4215189873417722
67, 0.42278481012658226
69, 0.41729957805907175
71, 0.41265822784810124
73, 0.4113924050632911
75, 0.40970464135021106
77, 0.41181434599156114
79, 0.4088607594936709
81, 0.4080168776371308
83, 0.40506329113924044
85, 0.40379746835443037
87, 0.4059071729957806
89, 0.40042194092827005
91, 0.3978902953586498
93, 0.39789029535864984
95, 0.39282700421940925
97, 0.39198312236286914
99, 0.39113924050632914
101, 0.38818565400843885
103, 0.38945147679324893
105, 0.38691983122362866
107, 0.38649789029535864
109, 0.38734177215189874
111, 0.38649789029535864
113, 0.38565400843881853
115, 0.3818565400843882
117, 0.38396624472573837
119, 0.3831223628691984
121, 0.3839662447257384
123, 0.38312236286919826
125, 0.3827004219409283
127, 0.37974683544303794
129, 0.38185654008438813
131, 0.380590717299578
133, 0.3793248945147679
135, 0.37763713080168776
137, 0.37890295358649795
139, 0.3793248945147679
141, 0.3784810126582278
143, 0.3772151898734177
145, 0.3759493670886076
147, 0.3763713080168776
149, 0.3772151898734177
